,sofifa_id,short_name,player_positions,value_eur,league_level,wage_eur,height_cm,weight_kg,club_name,nationality_name,real_face,shooting,passing,dribbling,defending,attacking,skill,movement,power,defending,mentality
2968,237000,R. Cannon,RB,6500000,1,10000,180,75,Boavista FC,United States,Yes,36,60,70,68.33333333,50.2,55.6,79.6,64,68.33333333,56.5
2970,237122,T. Guidara,RBRWB,3700000,1,11000,173,70,V?lez Sarsfield,Argentina,No,41,62,67,68.33333333,51.4,57.6,71.6,62.4,68.33333333,59.83333333
2971,237131,J. Rodr?guez,CDM,4300000,1,17000,171,61,Club Le?n,Mexico,No,44,66,67,74.33333333,53.8,60,70.8,58.4,74.33333333,62.83333333
2972,237223,J. Gressel,RMRWBCAM,3200000,1,8000,185,84,D.C. United,Germany,Yes,64,73,70,63,66.4,69.4,67.8,71.8,63,68.83333333
2974,237496,D. Mihailovic,CAMCMLM,4400000,1,7000,178,69,Club de Foot Montr?al,United States,No,65,73,74,55.66666667,65.6,70.6,70,67.2,55.66666667,66.16666667
2975,237525,A. Bodart,GK,3900000,1,8000,186,80,Standard de Li?ge,Belgium,No,,,,12,15.8,21.4,34.8,39.6,12,25.66666667
2976,237532,Rodrigo,RBRWBRM,2800000,1,1000,176,73,PAOK,Brazil,No,60,73,73,70,59.6,71.2,73.6,74.6,70,70
2978,237715,P. Cutrone,ST,4700000,1,51000,183,79,Empoli,Italy,No,71,55,71,24.66666667,66.2,59,71.4,68.8,24.66666667,58.33333333
2980,238126,Guridi,CM,4000000,1,24000,179,64,Real Sociedad,Spain,Yes,63,67,75,59,57,63.6,70.8,58.8,59,62
2982,238332,E. Copetti,STRW,4100000,1,16000,180,88,Racing Club,Argentina,No,72,62,69,46.33333333,66.6,56,77.6,81,46.33333333,66.16666667
2983,238660,N. Sangar?,RBRM,3200000,1,32000,185,72,Fenerbah?e SK,Turkey,No,44,62,72,69,53.6,60.8,78.4,70,69,60.16666667
2984,238856,Pedro S?,CDMCM,3500000,1,7000,185,81,Portimonense SC,Portugal,No,55,62,67,69.66666667,53.8,62.6,66.6,76.6,69.66666667,62.66666667
2986,239025,I. Niane,STLWRW,7000000,1,15000,187,73,FC Metz,Senegal,No,74,54,71,14.33333333,63.8,59.4,71.8,71.4,14.33333333,52.5
2987,239045,E. K?l?n?,RMCMLM,3300000,1,40000,174,68,Galatasaray SK,Turkey,No,69,67,74,43,58.2,65.8,77.6,63.8,43,63
2989,239356,A. Matusiwa,CDMCM,5500000,1,16000,173,72,Stade de Reims,Netherlands,No,47,58,67,72.66666667,50.6,57.2,67.8,71.8,72.66666667,63.66666667
2990,239452,I. Diallo,CDMCM,6000000,1,31000,179,68,Southampton,France,Yes,48,64,70,70.66666667,51.8,60.4,69,63.4,70.66666667,68
2991,239704,K. Wagner,LBLWBLM,3800000,1,6000,182,78,Philadelphia Union,Germany,Yes,43,62,68,72.33333333,56.4,64,69.2,69.6,72.33333333,54
2992,239712,M. Okugawa,CAMST,4000000,1,19000,177,62,DSC Arminia Bielefeld,Japan,No,65,68,78,32.66666667,68,68.4,77.8,53,32.66666667,57.5
2993,239744,M. Cuisance,CMCAMCDM,7000000,1,35000,181,74,FC Bayern M?nchen,France,Yes,67,78,77,55,65.2,79,73.4,68,55,61.5
2995,239970,Paulinho,CAMLWRW,6500000,1,26000,177,77,Bayer 04 Leverkusen,Brazil,Yes,67,69,80,32.66666667,62.4,71.6,76.2,65.8,32.66666667,58.83333333
2996,240064,O. Ba,CB,3800000,1,1000,192,84,Olympiacos CFP,Senegal,No,31,46,56,73,43.8,46.4,65.4,61.6,73,53.33333333
2999,240452,M. Nzola,STRW,4400000,1,14000,185,82,Spezia,France,No,70,59,68,24,64.8,61.4,73.2,71.6,24,58.5
3000,240744,M. Ojeda,RMLM,4900000,1,14000,179,78,Godoy Cruz,Argentina,No,71,69,74,29,66.6,71.6,78.2,66,29,60
3001,240926,N. Phillips,CB,4400000,1,52000,190,84,Liverpool,England,Yes,30,49,51,73,45.4,44.4,54.6,59.8,73,53.83333333
3002,240953,N. Tenaglia,RBCB,4200000,1,11000,181,70,Club Atl?tico Talleres,Argentina,No,43,63,72,72,54.2,55.4,72.4,63.4,72,66.66666667
3004,241159,M. Gu?hi,CB,6000000,1,26000,185,75,Crystal Palace,England,No,31,49,64,74.33333333,45.2,48.6,68.2,58.4,74.33333333,52.16666667
3006,241463,Dani Raba,RMCAM,4000000,1,23000,184,76,Villarreal CF,Spain,No,71,72,73,37.33333333,63,67.2,64.4,61.6,37.33333333,61.33333333
3009,241856,Manu Morlanes,CDMCM,6500000,1,19000,178,75,RCD Espanyol de Barcelona,Spain,No,62,73,75,69.33333333,63.4,72.6,72.6,64.4,69.33333333,67.83333333
3010,241925,C. F?hrich,RMST,4800000,1,19000,178,69,VfB Stuttgart,Germany,No,66,68,74,56.66666667,63.8,65.6,79.6,65.8,56.66666667,59.66666667
3011,241928,A. Sambi Lokonga,CMCDM,7000000,1,40000,183,73,Arsenal,Belgium,No,58,72,77,65.66666667,63.6,73.8,68.8,68.6,65.66666667,66
3012,241937,A. Harroui,CDMCMRM,5500000,1,8000,182,76,U.S. Sassuolo Calcio,Netherlands,No,68,70,75,68,63.6,68.8,72.2,77.4,68,65.83333333
3015,242087,H. Morita,CDMCM,3600000,1,6000,177,72,Santa Clara,Japan,No,60,71,74,71,55.6,66.8,68.2,66.2,71,64.83333333
3016,242287,F. Ortega,LBLWBLW,6000000,1,10000,177,75,V?lez Sarsfield,Argentina,No,58,67,76,63.66666667,60.8,64,81,71.4,63.66666667,67.16666667
3017,242434,C. Jones,CM,7500000,1,49000,185,75,Liverpool,England,Yes,65,70,76,62.66666667,61.2,68,70,68.6,62.66666667,68.66666667
3018,242641,R. A?t Nouri,LWBLB,6500000,1,35000,179,70,Wolverhampton Wanderers,France,Yes,42,63,73,71.33333333,56,62.2,73.2,48.8,71.33333333,57.5
3019,242969,N. Baumann,GK,3800000,1,7000,192,83,FC Lugano,Switzerland,No,,,,17.33333333,11.8,16.4,37.4,42.2,17.33333333,26.16666667
3021,243315,Dani G?mez,ST,4900000,1,21000,178,69,Levante Uni?n Deportiva,Spain,No,74,60,73,35,63.4,61.2,72,70,35,57.66666667
3022,243593,A. Laurient?,RMRW,6000000,1,14000,171,59,FC Lorient,France,No,72,70,76,35.66666667,65.4,75.6,76,62.2,35.66666667,55.83333333
3024,243976,Catena,CB,3500000,1,15000,194,82,Rayo Vallecano,Spain,No,39,54,50,74.66666667,49.2,47.2,63.4,63.4,74.66666667,56.16666667
3028,244675,Sancet,STCAM,7000000,1,17000,188,72,Athletic Club de Bilbao,Spain,No,71,67,76,46.33333333,68.4,64.8,70,62.8,46.33333333,64.33333333
3031,244950,J. Rodr?guez,CB,3100000,1,12000,185,81,Defensa y Justicia,Argentina,No,39,59,64,72.33333333,51.4,55,65.8,64.2,72.33333333,60.83333333
3033,245228,F. Kr?ger,STLWLM,7000000,1,19000,186,81,DSC Arminia Bielefeld,Germany,No,72,55,72,20,62.6,54.6,76.6,68.6,20,57
3034,245278,Tom?s Tavares,RB,6500000,1,7000,187,77,FC Basel 1893,Portugal,Yes,47,61,74,70.66666667,54.6,61,72.6,62.2,70.66666667,65
3035,245535,A. Parmak,CDMCM,3400000,1,19000,176,70,Trabzonspor,Turkey,No,69,71,74,71.66666667,67.8,73.4,76.2,69,71.66666667,67.83333333
3036,245538,K. Furuhashi,STLM,4000000,1,43000,170,63,Celtic,Japan,No,74,68,76,39.66666667,69.6,70.8,81.4,70,39.66666667,64.83333333
3040,246174,H. Elliott,RWCM,7000000,1,29000,170,64,Liverpool,England,No,62,71,78,27.33333333,59.4,67,80.2,52.2,27.33333333,55.66666667
3041,246352,Hugo Guillam?n,CBCDMCM,6500000,1,17000,178,62,Valencia CF,Spain,No,36,63,60,75,52.4,54.8,63.6,59,75,59.33333333
3042,246419,Y. Verschaeren,CAMRWCM,6500000,1,10000,172,63,RSC Anderlecht,Belgium,No,67,72,77,41.33333333,62.6,73,76.6,62.4,41.33333333,59.5
3043,246423,L. Orellano,RW,7000000,1,11000,177,66,V?lez Sarsfield,Argentina,No,70,61,78,34.33333333,61.4,63.2,84.4,70.4,34.33333333,52.83333333
3046,246870,E. D?az,LB,4200000,1,11000,175,74,Club Atl?tico Talleres,Argentina,No,48,68,71,73,58,58.6,71.6,66.4,73,68.66666667
3051,247090,E. Fern?ndez,CM,6500000,1,10000,180,77,River Plate,Argentina,No,60,73,73,73.33333333,61.8,71.2,73,68.2,73.33333333,72.5
3052,247150,A. Vigo,RBRWB,6500000,1,11000,175,74,River Plate,Argentina,No,51,65,73,70,56.4,64,77,61.8,70,61
3053,247377,Marcos Antonio,CMCDM,7500000,1,650,168,57,Shakhtar Donetsk,Brazil,No,65,69,77,57.66666667,59.8,61.6,80.8,60.4,57.66666667,60.83333333
3054,247450,A. Palavecino,CMCAM,4600000,1,12000,179,74,River Plate,Argentina,No,65,74,74,55.66666667,63,71,75,65.8,55.66666667,65.66666667
3055,247819,N. Schlotterbeck,CB,6500000,1,14000,191,86,Sport-Club Freiburg,Germany,No,29,47,53,75.66666667,41.8,46,63,58.8,75.66666667,51.16666667
3056,247827,M. Olise,CAMRMLM,7000000,1,22000,184,68,Crystal Palace,France,No,64,74,77,51.33333333,59,72.6,80.8,59.8,51.33333333,65.33333333
3057,248386,Gustavo Assun??o,CDMCM,7000000,1,6000,178,68,Galatasaray SK,Brazil,No,58,64,74,70.33333333,57.2,67.4,72,70.2,70.33333333,63.33333333
3058,248820,Mateu Morey,RBRM,6500000,1,25000,173,67,Borussia Dortmund,Spain,No,46,67,76,70.33333333,55,63.4,78.6,53.6,70.33333333,62
3059,248854,B. ?zdemir,CDMCM,4000000,1,17000,187,76,Trabzonspor,Turkey,No,61,69,70,70.66666667,60.6,65.8,70.4,72.4,70.66666667,64.33333333
3060,251132,E. Piovi,CDMCM,2700000,1,1000,171,70,LDU Quito,Argentina,No,60,69,69,70.66666667,58.6,66.6,75.6,68.8,70.66666667,66.83333333
3061,251570,R. Cherki,RWLW,7000000,1,9000,176,71,Olympique Lyonnais,France,No,67,68,81,19,57.6,74.2,75.8,58.8,19,58.33333333
3062,251616,David Carmo,CB,6500000,1,8000,196,89,SC Braga,Portugal,No,28,44,44,75.33333333,42.4,39.4,43,50.4,75.33333333,52.83333333
3063,251681,Marac?s,CB,3500000,1,9000,184,71,FC Pa?os de Ferreira,Brazil,No,30,50,58,75,45.8,48.8,69.2,59,75,51.83333333
3064,251756,R. Nteka,STCAMCM,7000000,1,16000,189,75,Rayo Vallecano,France,No,72,65,73,56.66666667,66.8,62.4,74.8,78.4,56.66666667,70.5
3065,251810,B. Brobbey,ST,7500000,1,31000,180,78,RB Leipzig,Netherlands,No,71,54,68,25,61.2,55.4,75.2,76.4,25,60.16666667
3066,251847,Paulinho,LBLWB,3500000,1,20000,178,71,FC Midtjylland,Brazil,No,64,67,71,67.33333333,62.6,62.4,79.4,71.2,67.33333333,61.16666667
3067,251886,A. Fr?as,CB,4400000,1,10000,180,77,Defensa y Justicia,Argentina,No,34,59,66,73,47.6,54.6,67.8,59.4,73,64.33333333
3069,252086,Son,RB,3200000,1,20000,178,72,Levante Uni?n Deportiva,Spain,No,50,64,71,67.33333333,58.4,61.8,77,64,67.33333333,63.5
3070,252238,A. Velasco,LMLWST,7000000,1,4000,167,63,Club Atl?tico Independiente,Argentina,Yes,66,66,80,52.33333333,62.8,68.2,81.2,62.6,52.33333333,64.33333333
3071,252327,Manu S?nchez,LB,6500000,1,23000,171,66,CA Osasuna,Spain,No,44,62,68,71.66666667,55.6,55.4,68.4,56.2,71.66666667,58.33333333
3072,252590,Fer Ni?o,ST,6500000,1,20000,190,78,RCD Mallorca,Spain,No,74,59,68,29.66666667,69,56.2,67.6,72.2,29.66666667,56
3073,252935,L. Fern?ndez,CAM,7000000,1,30000,166,66,Tigres U.A.N.L.,Uruguay,Yes,72,72,74,44.33333333,61.8,72.4,73.6,67.2,44.33333333,62.16666667
3074,253149,J. Frimpong,RBRWB,6500000,1,23000,171,63,Bayer 04 Leverkusen,Netherlands,No,50,65,77,68.66666667,55.4,63.6,86,61.8,68.66666667,59.5
3075,253293,B. Ocampo,RWLWRM,7000000,1,1000,174,68,Club Nacional de Football,Uruguay,No,67,71,78,45.33333333,64.2,75.6,76.2,66.2,45.33333333,65.83333333
3076,253444,A. Kalimuendo,ST,6500000,1,33000,175,78,Racing Club de Lens,France,No,72,52,74,23.33333333,64,56.6,77.8,66.6,23.33333333,57.66666667
3079,255523,Y. Ma?on,RBLB,4600000,1,19000,176,74,AS Saint-?tienne,France,No,50,62,72,68.66666667,54.6,60.4,77.4,64,68.66666667,62.16666667
3080,255565,K. Mitoma,LWLM,4600000,1,40000,178,71,Royale Union Saint-Gilloise,Japan,No,69,67,77,48,62.6,67.6,76.2,64.8,48,63.66666667
3081,256612,Evanilson,ST,7000000,1,9000,183,80,FC Porto,Brazil,No,75,58,69,20.33333333,65.2,61.8,65.8,70.2,20.33333333,53.16666667
3082,257821,A. Ndao,RMRW,4600000,1,26000,176,68,Al Ahli,Senegal,No,65,67,74,31.33333333,63,61.6,78.4,53.8,31.33333333,50.5
3083,257889,K. Jaki?,CDMCM,4200000,1,600,181,78,Eintracht Frankfurt,Croatia,No,57,63,67,70.33333333,58,57.6,71,75.6,70.33333333,64.16666667
3084,258390,I. Grbi?,GK,3800000,1,25000,195,93,LOSC Lille,Croatia,No,,,,12,15,19.8,34.2,36.4,12,21.83333333
3085,258602,Jon Morcillo,LMLW,4900000,1,18000,183,72,Athletic Club de Bilbao,Spain,No,74,71,75,34.66666667,71,70.2,73.2,69,34.66666667,57
3086,258826,D. Rensch,RB,7000000,1,3000,179,68,Ajax,Netherlands,No,55,64,71,71.33333333,59.6,58.8,74.8,64,71.33333333,64
3087,259233,I. Moriba,CM,7000000,1,17000,185,73,RB Leipzig,Spain,No,70,64,73,64.33333333,59.4,63.6,68.6,68.6,64.33333333,62.83333333
3088,259377,Yeremy Pino,RMLMST,6500000,1,8000,172,60,Villarreal CF,Spain,No,66,70,73,29,63.8,68.6,72.2,53.4,29,54.5
3093,264348,S. Rahimi,LMST,4000000,1,1000,181,76,Al Ain FC,Morocco,No,74,67,71,33,69.4,65.2,77.4,70,33,61.83333333
3094,125871,H. Kald?r?m,LB,1700000,1,23000,183,75,?stanbul Ba?ak?ehir FK,Turkey,No,54,65,68,72.33333333,56.2,65.4,68.6,70.2,72.33333333,62.33333333
3095,134779,J. Briand,ST,1000000,1,15000,181,84,FC Girondins de Bordeaux,France,Yes,71,71,71,42.66666667,72.2,68.4,65,70.2,42.66666667,67.66666667
3097,142962,E. Bologna,GK,250000,1,6000,189,87,River Plate,Argentina,No,,,,17,17.6,20,48.4,48.2,17,33.33333333
3098,143699,G. G?n?l,RBCB,525000,1,7000,175,75,?aykur Rizespor,Turkey,No,63,69,72,70.33333333,65.6,65,72,70.4,70.33333333,71.83333333
3099,143809,M. Demir,STCF,2300000,1,13000,180,72,Gazi?ehir Gaziantep F.K.,Turkey,No,74,69,71,30.33333333,70.6,71.2,73.6,72.8,30.33333333,63.5
3100,144429,O. Wendt,LB,725000,1,3000,181,82,IFK G?teborg,Sweden,No,62,72,68,71.33333333,64,67.8,66.4,68,71.33333333,69.83333333
3101,149258,A. Cordaz,GK,250000,1,25000,188,83,Inter,Italy,No,,,,10.66666667,12,16,36.2,32.8,10.66666667,26
3102,152997,D. Cvitanich,STCAM,800000,1,11000,177,70,Racing Club,Argentina,Yes,70,66,72,34,69,62.4,67.8,67.8,34,65.16666667
3104,155887,M. Bradley,CDMCM,1200000,1,6000,188,79,Toronto FC,United States,Yes,60,72,69,67.33333333,65.4,71.2,55.6,63.6,67.33333333,65.33333333
3105,156483,C. Lucchetti,GK,250000,1,4000,182,74,Atl?tico Tucum?n,Argentina,No,,,,18.66666667,22.2,29.6,49,45.2,18.66666667,37.33333333
3106,158856,C. Gentner,CMCDMCAM,950000,1,9000,189,81,FC Luzern,Germany,No,73,72,66,73.66666667,72.6,67.4,46.6,71.6,73.66666667,71.66666667
3108,164459,S. Larsson,CMCDM,750000,1,5000,178,70,AIK,Sweden,Yes,69,77,67,65.66666667,71.4,75.2,62.4,73.4,65.66666667,72.66666667
3110,167435,O. Ustari,GK,400000,1,10000,183,76,Pachuca,Argentina,No,,,,18,15.8,18,43.4,43,18,34.83333333
3111,167524,J. Torres Nilo,CBLB,1100000,1,14000,182,76,Deportivo Toluca,Mexico,Yes,46,60,65,68.33333333,56.2,62.4,64.4,72.6,68.33333333,65
3112,168354,E. Viviano,GK,250000,1,6000,195,90,Fatih Karag?mr?k S.K.,Italy,No,,,,16.33333333,18.2,21.4,45,47.6,16.33333333,30.5
3115,171018,Mario Su?rez,CDMCM,800000,1,13000,188,80,Rayo Vallecano,Spain,Yes,65,70,64,68.33333333,61.6,68.2,50.2,70.2,68.33333333,68.66666667
3116,172316,Coke,RBCB,850000,1,17000,177,74,Levante Uni?n Deportiva,Spain,Yes,66,67,68,71.33333333,70,63.6,62.8,67,71.33333333,69
3117,172553,J. L?ssl,GK,1200000,1,15000,195,89,FC Midtjylland,Denmark,Yes,,,,16,17.4,25.8,37.8,44.4,16,28.66666667
3118,172685,Jos? Crespo,CBRBLB,750000,1,950,185,78,PAOK,Spain,No,40,66,61,73,53,55.6,67.4,63.2,73,63.83333333
3120,176619,A. Ramos,ST,1000000,1,3000,186,78,Am?rica de Cali,Colombia,No,72,64,68,35,69.4,61.4,68.4,76,35,66.83333333
3122,177299,A. Gabbarini,GK,250000,1,500,184,83,LDU Quito,Argentina,No,,,,17.66666667,18.6,17.4,52.8,44,17.66666667,21.5
3123,177448,G. Svensson,CDMCBCM,800000,1,4000,184,77,IFK G?teborg,Sweden,Yes,45,61,63,70.66666667,52.2,57.2,49.8,70.4,70.66666667,62.83333333
3127,178628,F. Forestieri,CAMCFLW,1900000,1,13000,172,67,Udinese Calcio,Italy,No,71,69,75,45,67.8,69,77,69.6,45,66.16666667
3130,179565,M. Gavranovi?,STCAM,2000000,1,12000,175,76,Yukatel Kayserispor,Switzerland,No,72,59,71,29.33333333,68.2,61.8,70.2,69.8,29.33333333,62.66666667
3132,181236,Fernando Boldrin,CAMRM,1900000,1,11000,180,75,?aykur Rizespor,Brazil,No,69,70,71,56.66666667,66,71.4,67,63,56.66666667,68.16666667
3135,182212,A. Modeste,ST,1500000,1,21000,187,84,1. FC K?ln,France,No,72,63,69,30.66666667,70.8,63.2,65.2,74.4,30.66666667,62.83333333
3136,182632,R?ben Ribeiro,CMCAMLW,1400000,1,11000,175,67,Ataka? Hatayspor,Portugal,No,69,74,79,62.66666667,68.4,77.6,73.4,69.6,62.66666667,71.66666667
3137,182859,W. Gargano,CDMCMRM,450000,1,600,168,65,Club Atl?tico Pe?arol,Uruguay,No,52,63,65,73,49.6,61.6,69.8,68.4,73,68.5
3138,183254,Paulo Vin?cius,CB,425000,1,8000,186,85,FCSB (Steaua),Brazil,No,52,55,53,71.66666667,56.6,52.8,50.8,72.8,71.66666667,59.66666667
3139,183280,A. Rami,CB,625000,1,9000,190,90,ESTAC Troyes,France,No,48,53,58,71,50.8,56,52.6,65,71,56.16666667
3140,183346,F. Frei,CDM,1600000,1,10000,183,80,FC Basel 1893,Switzerland,No,70,71,69,67.33333333,69.6,70,60.6,73.6,67.33333333,68.66666667
3141,183491,Zanka,CB,1600000,1,29000,191,85,Brentford,Denmark,Yes,39,57,54,72,51.4,45.8,58.2,62.8,72,58.83333333
3142,183632,R. Tesche,CDMCM,800000,1,16000,182,78,VfL Bochum 1848,Germany,Yes,67,68,68,70,68,67.2,65,73.4,70,67.83333333
3144,183916,J. Pied,RBLB,1600000,1,21000,173,73,LOSC Lille,France,No,64,72,72,72.33333333,67.4,71.8,66,67.8,72.33333333,67.66666667
3145,184035,B. Angulo,LBLWB,1700000,1,14000,174,74,Club Tijuana,Colombia,No,54,62,68,70.66666667,53.8,60.2,73.6,70.4,70.66666667,58
3146,184089,M. Carcela-Gonz?lez,RWRMCAM,1900000,1,13000,175,68,Standard de Li?ge,Morocco,No,69,69,77,31.33333333,60.4,73.8,73,62.8,31.33333333,61.16666667
3147,184183,S. Dewaest,CB,1900000,1,11000,188,91,Oud-Heverlee Leuven,Belgium,No,41,48,41,71.66666667,45.2,42.2,47,60.8,71.66666667,56.83333333
3150,184626,N. S?nchez,CB,625000,1,6000,185,82,Godoy Cruz,Argentina,No,52,59,60,70.33333333,64.2,57.6,49.6,68.2,70.33333333,65
3151,184749,D. Gosling,CM,1900000,1,35000,183,79,Watford,England,Yes,68,71,68,69.33333333,67.6,66.4,60.8,67.8,69.33333333,70.33333333
3153,185172,V. Fiorillo,GK,1200000,1,21000,190,79,US Salernitana 1919,Italy,No,,,,13.33333333,13.4,14.2,47.6,43.4,13.33333333,28
3154,186115,K. Gibbs,LBLWB,1700000,1,6000,179,70,Inter Miami CF,England,Yes,57,68,72,69.33333333,61,65.2,73.8,66.6,69.33333333,68.5
3156,186140,F. Macheda,STLWCF,2300000,1,750,185,77,Panathinaikos FC,Italy,No,73,58,71,20.33333333,68.8,58,68,69.6,20.33333333,59.33333333
3158,186307,M. Fabi?n,CAMLMLW,1900000,1,9000,178,75,F?tbol Club Ju?rez,Mexico,Yes,74,73,75,30.66666667,71,75.4,70.4,69.8,30.66666667,63.5
3159,186405,F. Di Santo,ST,1900000,1,12000,193,88,San Lorenzo de Almagro,Argentina,No,71,66,70,39,70.6,64.6,67.2,71.8,39,66.66666667
3160,186935,Claudemir,CDMCM,1200000,1,5000,185,79,FC Vizela,Brazil,No,66,70,70,68,66.4,69.6,59.4,68.8,68,70.16666667
3161,186990,H. Gonz?lez,GK,1600000,1,23000,182,77,F?tbol Club Ju?rez,Mexico,No,,,,14,19,19.2,44.4,50.4,14,34.66666667
3163,187205,L. Fuentes,LB,850000,1,28000,172,67,Club Am?rica,Mexico,No,57,67,67,70.33333333,61.8,63.4,71.6,71,70.33333333,65.66666667
3164,187298,H. Rodr?guez,CB,1600000,1,14000,184,79,Santos Laguna,Mexico,No,48,53,56,71.66666667,53.2,50.2,52,69.2,71.66666667,58.66666667
3170,189043,D. Brosinski,RWBRBLWB,1600000,1,16000,178,70,1. FSV Mainz 05,Germany,Yes,59,69,69,69.33333333,63,70.6,72.2,66.8,69.33333333,70.66666667
3171,189061,S. Burchert,GK,1200000,1,13000,187,78,SpVgg Greuther F?rth,Germany,No,,,,15.33333333,14.4,15.8,45.6,45.2,15.33333333,22.5
3173,189342,C. Pinsoglio,GK,1200000,1,32000,194,85,Juventus,Italy,No,,,,15,13.8,19.4,44.4,43,15,30.33333333
3176,189468,Daniel Candeias,RMLM,1500000,1,11000,177,78,Aytemiz Alanyaspor,Portugal,No,64,69,72,56.33333333,64.4,70.2,74.8,69.8,56.33333333,66.66666667
3177,189508,V?ctor V?zquez,CAMCM,1100000,1,7000,175,75,LA Galaxy,Spain,No,68,76,73,41,66.8,74.6,56,56.8,41,67.16666667
3180,189680,F?bio,LBRB,2000000,1,17000,172,74,FC Nantes,Brazil,Yes,54,69,73,70.66666667,60.8,65.4,76.2,66,70.66666667,69.83333333
3184,190593,D. Aleksi?,CAMCMLM,2300000,1,25000,182,75,?stanbul Ba?ak?ehir FK,Serbia,No,74,74,74,46,67.8,76.2,70,75.4,46,65.83333333
3187,190915,K. Wilczek,ST,1500000,1,17000,185,83,F.C. K?benhavn,Poland,No,73,65,68,30,69.2,60.2,64.4,76.8,30,69.33333333
3188,190919,F. Montero,STCFLW,1500000,1,7000,175,74,Seattle Sounders FC,Colombia,Yes,74,70,74,37,72,72.6,71.8,71,37,66.5
3191,191083,P. Mortensen,ST,2000000,1,13000,190,78,Aarhus GF,Denmark,No,72,54,66,27.66666667,64.2,49.4,57.4,78.8,27.66666667,63.83333333
3193,192156,R?ben Lima,LWBCB,1700000,1,7000,177,69,Futebol Clube de Famalic?o,Portugal,No,57,65,69,72,60.4,67,72.6,69.8,72,63.83333333
3195,192317,J. Steer,GK,1900000,1,31000,188,80,Aston Villa,England,Yes,,,,11.66666667,17,16.2,52.6,44,11.66666667,28.83333333
3196,192373,M. Caraglio,ST,1900000,1,14000,187,92,Rosario Central,Argentina,No,74,61,68,19.33333333,72.2,59.6,49,75.8,19.33333333,63
3198,192537,M. Lestienne,LWRWLM,2300000,1,14000,178,68,Standard de Li?ge,Belgium,No,70,69,75,34,65.4,71.8,77,65.6,34,61.83333333
3199,192565,Y. Mall?,CAMLM,2300000,1,20000,179,72,Trabzonspor,Turkey,Yes,66,73,75,27,63.8,72.8,72.2,63,27,64.33333333
3202,192725,M. Le Marchand,CBLB,1600000,1,15000,185,78,RC Strasbourg Alsace,France,Yes,39,67,66,71.33333333,57.6,57.6,64.4,60.6,71.33333333,58.5
3203,193062,M. Zeegelaar,LMLB,2300000,1,13000,186,82,Udinese Calcio,Netherlands,Yes,62,68,73,73.66666667,63.6,66.6,67,69.2,73.66666667,67.5
3207,193337,J. Obi,CMCDMLM,2200000,1,28000,177,72,US Salernitana 1919,Nigeria,No,67,69,74,74,66,65.2,82.4,72.8,74,71.83333333
3213,193870,Pedro Trigueira,GK,750000,1,5000,192,84,CD Tondela,Portugal,No,,,,12.33333333,16.2,16.8,52.8,48.4,12.33333333,24.83333333
3220,194781,Renan Ribeiro,GK,1200000,1,7000,193,88,Sporting CP,Brazil,No,,,,16,13.6,14.6,52.4,46.6,16,27.33333333
3221,194947,J. Vukovi?,CB,1100000,1,10000,195,93,Qingdao FC,Serbia,No,46,55,51,72.33333333,47.6,52.4,39.4,72,72.33333333,56
3226,196934,O. ?zyakup,CMCAM,2300000,1,30000,180,75,Be?ikta? JK,Turkey,No,68,77,77,57.66666667,67.8,77.6,69.2,66.8,57.66666667,70
3228,197231,K. Babacar,ST,2400000,1,25000,185,85,Aytemiz Alanyaspor,Senegal,No,72,55,71,28.33333333,66.8,63,65.6,70.2,28.33333333,57.66666667
3229,197688,Gabriel Silva,LBLWB,2000000,1,20000,179,75,AS Saint-?tienne,Brazil,No,59,71,70,70.66666667,64.2,68.4,70.6,66.8,70.66666667,65.33333333
3231,197813,J. Martin,CM,1900000,1,29000,184,76,Stade Rennais FC,France,No,67,73,71,68.66666667,65.6,71.4,61.2,66.6,68.66666667,69.66666667
3234,198145,S. Araujo,ST,2300000,1,1000,180,76,AEK Athens,Argentina,No,75,61,73,31.33333333,65.2,69.2,73.8,69.2,31.33333333,53.16666667
3236,198355,S. Clark,GK,250000,1,3000,188,86,Portland Timbers,United States,No,,,,14.33333333,20,24.4,50.6,42.2,14.33333333,33.66666667
3237,198455,J. Larsson,RB,1700000,1,4000,182,75,IF Elfsborg,Sweden,No,63,69,68,64.33333333,62,67,77.4,74,64.33333333,67.33333333
3243,199183,Kim Bo Kyung,CMCAM,1900000,1,9000,176,72,Jeonbuk Hyundai Motors,Korea Republic,No,68,71,74,58.33333333,65.6,70.8,76.4,70.8,58.33333333,70.83333333
3244,199231,Kim Tae Hwan,RBRW,1700000,1,8000,177,72,Ulsan Hyundai FC,Korea Republic,No,57,61,69,64.66666667,60,60.4,83.4,69.8,64.66666667,62.33333333
3247,199288,A. Losilla,CDMCMCB,650000,1,12000,185,80,VfL Bochum 1848,France,No,57,64,70,68.33333333,63.4,62.2,62.8,72.4,68.33333333,61.5
3249,199412,Seb?,LMSTRM,2300000,1,25000,182,73,Al Shabab,Brazil,No,71,66,71,47,65.4,66.4,76.4,74.4,47,67.83333333
3251,199422,J. Clasie,CMCDM,2200000,1,8000,169,66,AZ Alkmaar,Netherlands,Yes,61,75,72,62.66666667,60,72.8,68.2,67,62.66666667,69.33333333
