,sofifa_id,short_name,overall,player_positions,value_eur,league_level,wage_eur,height_cm,weight_kg,player_face_url,club_name,nationality_name,real_face,shooting,passing,dribbling,defending,attacking,skill,movement,power,defending,mentality
3031,244950,J. Rodríguez,73,CB,3100000.0,1.0,12000.0,185,81,https://cdn.sofifa.net/players/244/950/22_120.png,Defensa y Justicia,Argentina,No,39.0,59.0,64.0,72.33333333333333,51.4,55.0,65.8,64.2,72.33333333333333,60.833333333333336
3033,245228,F. Krüger,73,"ST, LW, LM",7000000.0,1.0,19000.0,186,81,https://cdn.sofifa.net/players/245/228/22_120.png,DSC Arminia Bielefeld,Germany,No,72.0,55.0,72.0,20.0,62.6,54.6,76.6,68.6,20.0,57.0
3034,245278,Tomás Tavares,73,RB,6500000.0,1.0,7000.0,187,77,https://cdn.sofifa.net/players/245/278/22_120.png,FC Basel 1893,Portugal,Yes,47.0,61.0,74.0,70.66666666666667,54.6,61.0,72.6,62.2,70.66666666666667,65.0
3035,245535,A. Parmak,73,"CDM, CM",3400000.0,1.0,19000.0,176,70,https://cdn.sofifa.net/players/245/535/22_120.png,Trabzonspor,Turkey,No,69.0,71.0,74.0,71.66666666666667,67.8,73.4,76.2,69.0,71.66666666666667,67.83333333333333
3036,245538,K. Furuhashi,73,"ST, LM",4000000.0,1.0,43000.0,170,63,https://cdn.sofifa.net/players/245/538/22_120.png,Celtic,Japan,No,74.0,68.0,76.0,39.666666666666664,69.6,70.8,81.4,70.0,39.666666666666664,64.83333333333333
3040,246174,H. Elliott,73,"RW, CM",7000000.0,1.0,29000.0,170,64,https://cdn.sofifa.net/players/246/174/22_120.png,Liverpool,England,No,62.0,71.0,78.0,27.333333333333332,59.4,67.0,80.2,52.2,27.333333333333332,55.666666666666664
3041,246352,Hugo Guillamón,73,"CB, CDM, CM",6500000.0,1.0,17000.0,178,62,https://cdn.sofifa.net/players/246/352/22_120.png,Valencia CF,Spain,No,36.0,63.0,60.0,75.0,52.4,54.8,63.6,59.0,75.0,59.333333333333336
3042,246419,Y. Verschaeren,73,"CAM, RW, CM",6500000.0,1.0,10000.0,172,63,https://cdn.sofifa.net/players/246/419/22_120.png,RSC Anderlecht,Belgium,No,67.0,72.0,77.0,41.333333333333336,62.6,73.0,76.6,62.4,41.333333333333336,59.5
3043,246423,L. Orellano,73,RW,7000000.0,1.0,11000.0,177,66,https://cdn.sofifa.net/players/246/423/22_120.png,Vélez Sarsfield,Argentina,No,70.0,61.0,78.0,34.333333333333336,61.4,63.2,84.4,70.4,34.333333333333336,52.833333333333336
3046,246870,E. Díaz,73,LB,4200000.0,1.0,11000.0,175,74,https://cdn.sofifa.net/players/246/870/22_120.png,Club Atlético Talleres,Argentina,No,48.0,68.0,71.0,73.0,58.0,58.6,71.6,66.4,73.0,68.66666666666667
3051,247090,E. Fernández,73,CM,6500000.0,1.0,10000.0,180,77,https://cdn.sofifa.net/players/247/090/22_120.png,River Plate,Argentina,No,60.0,73.0,73.0,73.33333333333333,61.8,71.2,73.0,68.2,73.33333333333333,72.5
3052,247150,A. Vigo,73,"RB, RWB",6500000.0,1.0,11000.0,175,74,https://cdn.sofifa.net/players/247/150/22_120.png,River Plate,Argentina,No,51.0,65.0,73.0,70.0,56.4,64.0,77.0,61.8,70.0,61.0
3053,247377,Marcos Antonio,73,"CM, CDM",7500000.0,1.0,650.0,168,57,https://cdn.sofifa.net/players/247/377/22_120.png,Shakhtar Donetsk,Brazil,No,65.0,69.0,77.0,57.666666666666664,59.8,61.6,80.8,60.4,57.666666666666664,60.833333333333336
3054,247450,A. Palavecino,73,"CM, CAM",4600000.0,1.0,12000.0,179,74,https://cdn.sofifa.net/players/247/450/22_120.png,River Plate,Argentina,No,65.0,74.0,74.0,55.666666666666664,63.0,71.0,75.0,65.8,55.666666666666664,65.66666666666667
3055,247819,N. Schlotterbeck,73,CB,6500000.0,1.0,14000.0,191,86,https://cdn.sofifa.net/players/247/819/22_120.png,Sport-Club Freiburg,Germany,No,29.0,47.0,53.0,75.66666666666667,41.8,46.0,63.0,58.8,75.66666666666667,51.166666666666664
3056,247827,M. Olise,73,"CAM, RM, LM",7000000.0,1.0,22000.0,184,68,https://cdn.sofifa.net/players/247/827/22_120.png,Crystal Palace,France,No,64.0,74.0,77.0,51.333333333333336,59.0,72.6,80.8,59.8,51.333333333333336,65.33333333333333
3057,248386,Gustavo Assunção,73,"CDM, CM",7000000.0,1.0,6000.0,178,68,https://cdn.sofifa.net/players/248/386/22_120.png,Galatasaray SK,Brazil,No,58.0,64.0,74.0,70.33333333333333,57.2,67.4,72.0,70.2,70.33333333333333,63.333333333333336
3058,248820,Mateu Morey,73,"RB, RM",6500000.0,1.0,25000.0,173,67,https://cdn.sofifa.net/players/248/820/22_120.png,Borussia Dortmund,Spain,No,46.0,67.0,76.0,70.33333333333333,55.0,63.4,78.6,53.6,70.33333333333333,62.0
3059,248854,B. Özdemir,73,"CDM, CM",4000000.0,1.0,17000.0,187,76,https://cdn.sofifa.net/players/248/854/22_120.png,Trabzonspor,Turkey,No,61.0,69.0,70.0,70.66666666666667,60.6,65.8,70.4,72.4,70.66666666666667,64.33333333333333
3060,251132,E. Piovi,73,"CDM, CM",2700000.0,1.0,1000.0,171,70,https://cdn.sofifa.net/players/251/132/22_120.png,LDU Quito,Argentina,No,60.0,69.0,69.0,70.66666666666667,58.6,66.6,75.6,68.8,70.66666666666667,66.83333333333333
3061,251570,R. Cherki,73,"RW, LW",7000000.0,1.0,9000.0,176,71,https://cdn.sofifa.net/players/251/570/22_120.png,Olympique Lyonnais,France,No,67.0,68.0,81.0,19.0,57.6,74.2,75.8,58.8,19.0,58.333333333333336
3062,251616,David Carmo,73,CB,6500000.0,1.0,8000.0,196,89,https://cdn.sofifa.net/players/251/616/22_120.png,SC Braga,Portugal,No,28.0,44.0,44.0,75.33333333333333,42.4,39.4,43.0,50.4,75.33333333333333,52.833333333333336
3063,251681,Maracás,73,CB,3500000.0,1.0,9000.0,184,71,https://cdn.sofifa.net/players/251/681/22_120.png,FC Paços de Ferreira,Brazil,No,30.0,50.0,58.0,75.0,45.8,48.8,69.2,59.0,75.0,51.833333333333336
3064,251756,R. Nteka,73,"ST, CAM, CM",7000000.0,1.0,16000.0,189,75,https://cdn.sofifa.net/players/251/756/22_120.png,Rayo Vallecano,France,No,72.0,65.0,73.0,56.666666666666664,66.8,62.4,74.8,78.4,56.666666666666664,70.5
3065,251810,B. Brobbey,73,ST,7500000.0,1.0,31000.0,180,78,https://cdn.sofifa.net/players/251/810/22_120.png,RB Leipzig,Netherlands,No,71.0,54.0,68.0,25.0,61.2,55.4,75.2,76.4,25.0,60.166666666666664
3066,251847,Paulinho,73,"LB, LWB",3500000.0,1.0,20000.0,178,71,https://cdn.sofifa.net/players/251/847/22_120.png,FC Midtjylland,Brazil,No,64.0,67.0,71.0,67.33333333333333,62.6,62.4,79.4,71.2,67.33333333333333,61.166666666666664
3067,251886,A. Frías,73,CB,4400000.0,1.0,10000.0,180,77,https://cdn.sofifa.net/players/251/886/22_120.png,Defensa y Justicia,Argentina,No,34.0,59.0,66.0,73.0,47.6,54.6,67.8,59.4,73.0,64.33333333333333
3069,252086,Son,73,RB,3200000.0,1.0,20000.0,178,72,https://cdn.sofifa.net/players/252/086/22_120.png,Levante Unión Deportiva,Spain,No,50.0,64.0,71.0,67.33333333333333,58.4,61.8,77.0,64.0,67.33333333333333,63.5
3070,252238,A. Velasco,73,"LM, LW, ST",7000000.0,1.0,4000.0,167,63,https://cdn.sofifa.net/players/252/238/22_120.png,Club Atlético Independiente,Argentina,Yes,66.0,66.0,80.0,52.333333333333336,62.8,68.2,81.2,62.6,52.333333333333336,64.33333333333333
3071,252327,Manu Sánchez,73,LB,6500000.0,1.0,23000.0,171,66,https://cdn.sofifa.net/players/252/327/22_120.png,CA Osasuna,Spain,No,44.0,62.0,68.0,71.66666666666667,55.6,55.4,68.4,56.2,71.66666666666667,58.333333333333336
3072,252590,Fer Niño,73,ST,6500000.0,1.0,20000.0,190,78,https://cdn.sofifa.net/players/252/590/22_120.png,RCD Mallorca,Spain,No,74.0,59.0,68.0,29.666666666666668,69.0,56.2,67.6,72.2,29.666666666666668,56.0
3073,252935,L. Fernández,73,CAM,7000000.0,1.0,30000.0,166,66,https://cdn.sofifa.net/players/252/935/22_120.png,Tigres U.A.N.L.,Uruguay,Yes,72.0,72.0,74.0,44.333333333333336,61.8,72.4,73.6,67.2,44.333333333333336,62.166666666666664
3074,253149,J. Frimpong,73,"RB, RWB",6500000.0,1.0,23000.0,171,63,https://cdn.sofifa.net/players/253/149/22_120.png,Bayer 04 Leverkusen,Netherlands,No,50.0,65.0,77.0,68.66666666666667,55.4,63.6,86.0,61.8,68.66666666666667,59.5
3075,253293,B. Ocampo,73,"RW, LW, RM",7000000.0,1.0,1000.0,174,68,https://cdn.sofifa.net/players/253/293/22_120.png,Club Nacional de Football,Uruguay,No,67.0,71.0,78.0,45.333333333333336,64.2,75.6,76.2,66.2,45.333333333333336,65.83333333333333
3076,253444,A. Kalimuendo,73,ST,6500000.0,1.0,33000.0,175,78,https://cdn.sofifa.net/players/253/444/22_120.png,Racing Club de Lens,France,No,72.0,52.0,74.0,23.333333333333332,64.0,56.6,77.8,66.6,23.333333333333332,57.666666666666664
3079,255523,Y. Maçon,73,"RB, LB",4600000.0,1.0,19000.0,176,74,https://cdn.sofifa.net/players/255/523/22_120.png,AS Saint-Étienne,France,No,50.0,62.0,72.0,68.66666666666667,54.6,60.4,77.4,64.0,68.66666666666667,62.166666666666664
3080,255565,K. Mitoma,73,"LW, LM",4600000.0,1.0,40000.0,178,71,https://cdn.sofifa.net/players/255/565/22_120.png,Royale Union Saint-Gilloise,Japan,No,69.0,67.0,77.0,48.0,62.6,67.6,76.2,64.8,48.0,63.666666666666664
3081,256612,Evanilson,73,ST,7000000.0,1.0,9000.0,183,80,https://cdn.sofifa.net/players/256/612/22_120.png,FC Porto,Brazil,No,75.0,58.0,69.0,20.333333333333332,65.2,61.8,65.8,70.2,20.333333333333332,53.166666666666664
3082,257821,A. Ndao,73,"RM, RW",4600000.0,1.0,26000.0,176,68,https://cdn.sofifa.net/players/257/821/22_120.png,Al Ahli,Senegal,No,65.0,67.0,74.0,31.333333333333332,63.0,61.6,78.4,53.8,31.333333333333332,50.5
3083,257889,K. Jakić,73,"CDM, CM",4200000.0,1.0,600.0,181,78,https://cdn.sofifa.net/players/257/889/22_120.png,Eintracht Frankfurt,Croatia,No,57.0,63.0,67.0,70.33333333333333,58.0,57.6,71.0,75.6,70.33333333333333,64.16666666666667
3084,258390,I. Grbić,73,GK,3800000.0,1.0,25000.0,195,93,https://cdn.sofifa.net/players/258/390/22_120.png,LOSC Lille,Croatia,No,,,,12.0,15.0,19.8,34.2,36.4,12.0,21.833333333333332
3085,258602,Jon Morcillo,73,"LM, LW",4900000.0,1.0,18000.0,183,72,https://cdn.sofifa.net/players/258/602/22_120.png,Athletic Club de Bilbao,Spain,No,74.0,71.0,75.0,34.666666666666664,71.0,70.2,73.2,69.0,34.666666666666664,57.0
3086,258826,D. Rensch,73,RB,7000000.0,1.0,3000.0,179,68,https://cdn.sofifa.net/players/258/826/22_120.png,Ajax,Netherlands,No,55.0,64.0,71.0,71.33333333333333,59.6,58.8,74.8,64.0,71.33333333333333,64.0
3087,259233,I. Moriba,73,CM,7000000.0,1.0,17000.0,185,73,https://cdn.sofifa.net/players/259/233/22_120.png,RB Leipzig,Spain,No,70.0,64.0,73.0,64.33333333333333,59.4,63.6,68.6,68.6,64.33333333333333,62.833333333333336
3088,259377,Yeremy Pino,73,"RM, LM, ST",6500000.0,1.0,8000.0,172,60,https://cdn.sofifa.net/players/259/377/22_120.png,Villarreal CF,Spain,No,66.0,70.0,73.0,29.0,63.8,68.6,72.2,53.4,29.0,54.5
3093,264348,S. Rahimi,73,"LM, ST",4000000.0,1.0,1000.0,181,76,https://cdn.sofifa.net/players/264/348/22_120.png,Al Ain FC,Morocco,No,74.0,67.0,71.0,33.0,69.4,65.2,77.4,70.0,33.0,61.833333333333336
3094,125871,H. Kaldırım,72,LB,1700000.0,1.0,23000.0,183,75,https://cdn.sofifa.net/players/125/871/22_120.png,İstanbul Başakşehir FK,Turkey,No,54.0,65.0,68.0,72.33333333333333,56.2,65.4,68.6,70.2,72.33333333333333,62.333333333333336
3095,134779,J. Briand,72,ST,1000000.0,1.0,15000.0,181,84,https://cdn.sofifa.net/players/134/779/22_120.png,FC Girondins de Bordeaux,France,Yes,71.0,71.0,71.0,42.666666666666664,72.2,68.4,65.0,70.2,42.666666666666664,67.66666666666667
3097,142962,E. Bologna,72,GK,250000.0,1.0,6000.0,189,87,https://cdn.sofifa.net/players/142/962/22_120.png,River Plate,Argentina,No,,,,17.0,17.6,20.0,48.4,48.2,17.0,33.333333333333336
3098,143699,G. Gönül,72,"RB, CB",525000.0,1.0,7000.0,175,75,https://cdn.sofifa.net/players/143/699/22_120.png,Çaykur Rizespor,Turkey,No,63.0,69.0,72.0,70.33333333333333,65.6,65.0,72.0,70.4,70.33333333333333,71.83333333333333
3099,143809,M. Demir,72,"ST, CF",2300000.0,1.0,13000.0,180,72,https://cdn.sofifa.net/players/143/809/22_120.png,Gazişehir Gaziantep F.K.,Turkey,No,74.0,69.0,71.0,30.333333333333332,70.6,71.2,73.6,72.8,30.333333333333332,63.5
3100,144429,O. Wendt,72,LB,725000.0,1.0,3000.0,181,82,https://cdn.sofifa.net/players/144/429/22_120.png,IFK Göteborg,Sweden,No,62.0,72.0,68.0,71.33333333333333,64.0,67.8,66.4,68.0,71.33333333333333,69.83333333333333
3101,149258,A. Cordaz,72,GK,250000.0,1.0,25000.0,188,83,https://cdn.sofifa.net/players/149/258/22_120.png,Inter,Italy,No,,,,10.666666666666666,12.0,16.0,36.2,32.8,10.666666666666666,26.0
3102,152997,D. Cvitanich,72,"ST, CAM",800000.0,1.0,11000.0,177,70,https://cdn.sofifa.net/players/152/997/22_120.png,Racing Club,Argentina,Yes,70.0,66.0,72.0,34.0,69.0,62.4,67.8,67.8,34.0,65.16666666666667
3104,155887,M. Bradley,72,"CDM, CM",1200000.0,1.0,6000.0,188,79,https://cdn.sofifa.net/players/155/887/22_120.png,Toronto FC,United States,Yes,60.0,72.0,69.0,67.33333333333333,65.4,71.2,55.6,63.6,67.33333333333333,65.33333333333333
3105,156483,C. Lucchetti,72,GK,250000.0,1.0,4000.0,182,74,https://cdn.sofifa.net/players/156/483/22_120.png,Atlético Tucumán,Argentina,No,,,,18.666666666666668,22.2,29.6,49.0,45.2,18.666666666666668,37.333333333333336
3106,158856,C. Gentner,72,"CM, CDM, CAM",950000.0,1.0,9000.0,189,81,https://cdn.sofifa.net/players/158/856/22_120.png,FC Luzern,Germany,No,73.0,72.0,66.0,73.66666666666667,72.6,67.4,46.6,71.6,73.66666666666667,71.66666666666667
3108,164459,S. Larsson,72,"CM, CDM",750000.0,1.0,5000.0,178,70,https://cdn.sofifa.net/players/164/459/22_120.png,AIK,Sweden,Yes,69.0,77.0,67.0,65.66666666666667,71.4,75.2,62.4,73.4,65.66666666666667,72.66666666666667
3110,167435,O. Ustari,72,GK,400000.0,1.0,10000.0,183,76,https://cdn.sofifa.net/players/167/435/22_120.png,Pachuca,Argentina,No,,,,18.0,15.8,18.0,43.4,43.0,18.0,34.833333333333336
3111,167524,J. Torres Nilo,72,"CB, LB",1100000.0,1.0,14000.0,182,76,https://cdn.sofifa.net/players/167/524/22_120.png,Deportivo Toluca,Mexico,Yes,46.0,60.0,65.0,68.33333333333333,56.2,62.4,64.4,72.6,68.33333333333333,65.0
3112,168354,E. Viviano,72,GK,250000.0,1.0,6000.0,195,90,https://cdn.sofifa.net/players/168/354/22_120.png,Fatih Karagümrük S.K.,Italy,No,,,,16.333333333333332,18.2,21.4,45.0,47.6,16.333333333333332,30.5
3115,171018,Mario Suárez,72,"CDM, CM",800000.0,1.0,13000.0,188,80,https://cdn.sofifa.net/players/171/018/22_120.png,Rayo Vallecano,Spain,Yes,65.0,70.0,64.0,68.33333333333333,61.6,68.2,50.2,70.2,68.33333333333333,68.66666666666667
3116,172316,Coke,72,"RB, CB",850000.0,1.0,17000.0,177,74,https://cdn.sofifa.net/players/172/316/22_120.png,Levante Unión Deportiva,Spain,Yes,66.0,67.0,68.0,71.33333333333333,70.0,63.6,62.8,67.0,71.33333333333333,69.0
3117,172553,J. Lössl,72,GK,1200000.0,1.0,15000.0,195,89,https://cdn.sofifa.net/players/172/553/22_120.png,FC Midtjylland,Denmark,Yes,,,,16.0,17.4,25.8,37.8,44.4,16.0,28.666666666666668
3118,172685,José Crespo,72,"CB, RB, LB",750000.0,1.0,950.0,185,78,https://cdn.sofifa.net/players/172/685/22_120.png,PAOK,Spain,No,40.0,66.0,61.0,73.0,53.0,55.6,67.4,63.2,73.0,63.833333333333336
3120,176619,A. Ramos,72,ST,1000000.0,1.0,3000.0,186,78,https://cdn.sofifa.net/players/176/619/22_120.png,América de Cali,Colombia,No,72.0,64.0,68.0,35.0,69.4,61.4,68.4,76.0,35.0,66.83333333333333
3122,177299,A. Gabbarini,72,GK,250000.0,1.0,500.0,184,83,https://cdn.sofifa.net/players/177/299/22_120.png,LDU Quito,Argentina,No,,,,17.666666666666668,18.6,17.4,52.8,44.0,17.666666666666668,21.5
3123,177448,G. Svensson,72,"CDM, CB, CM",800000.0,1.0,4000.0,184,77,https://cdn.sofifa.net/players/177/448/22_120.png,IFK Göteborg,Sweden,Yes,45.0,61.0,63.0,70.66666666666667,52.2,57.2,49.8,70.4,70.66666666666667,62.833333333333336
3127,178628,F. Forestieri,72,"CAM, CF, LW",1900000.0,1.0,13000.0,172,67,https://cdn.sofifa.net/players/178/628/22_120.png,Udinese Calcio,Italy,No,71.0,69.0,75.0,45.0,67.8,69.0,77.0,69.6,45.0,66.16666666666667
3130,179565,M. Gavranović,72,"ST, CAM",2000000.0,1.0,12000.0,175,76,https://cdn.sofifa.net/players/179/565/22_120.png,Yukatel Kayserispor,Switzerland,No,72.0,59.0,71.0,29.333333333333332,68.2,61.8,70.2,69.8,29.333333333333332,62.666666666666664
3132,181236,Fernando Boldrin,72,"CAM, RM",1900000.0,1.0,11000.0,180,75,https://cdn.sofifa.net/players/181/236/22_120.png,Çaykur Rizespor,Brazil,No,69.0,70.0,71.0,56.666666666666664,66.0,71.4,67.0,63.0,56.666666666666664,68.16666666666667
3135,182212,A. Modeste,72,ST,1500000.0,1.0,21000.0,187,84,https://cdn.sofifa.net/players/182/212/22_120.png,1. FC Köln,France,No,72.0,63.0,69.0,30.666666666666668,70.8,63.2,65.2,74.4,30.666666666666668,62.833333333333336
3136,182632,Rúben Ribeiro,72,"CM, CAM, LW",1400000.0,1.0,11000.0,175,67,https://cdn.sofifa.net/players/182/632/22_120.png,Atakaş Hatayspor,Portugal,No,69.0,74.0,79.0,62.666666666666664,68.4,77.6,73.4,69.6,62.666666666666664,71.66666666666667
3137,182859,W. Gargano,72,"CDM, CM, RM",450000.0,1.0,600.0,168,65,https://cdn.sofifa.net/players/182/859/22_120.png,Club Atlético Peñarol,Uruguay,No,52.0,63.0,65.0,73.0,49.6,61.6,69.8,68.4,73.0,68.5
3138,183254,Paulo Vinícius,72,CB,425000.0,1.0,8000.0,186,85,https://cdn.sofifa.net/players/183/254/22_120.png,FCSB (Steaua),Brazil,No,52.0,55.0,53.0,71.66666666666667,56.6,52.8,50.8,72.8,71.66666666666667,59.666666666666664
3139,183280,A. Rami,72,CB,625000.0,1.0,9000.0,190,90,https://cdn.sofifa.net/players/183/280/22_120.png,ESTAC Troyes,France,No,48.0,53.0,58.0,71.0,50.8,56.0,52.6,65.0,71.0,56.166666666666664
3140,183346,F. Frei,72,CDM,1600000.0,1.0,10000.0,183,80,https://cdn.sofifa.net/players/183/346/22_120.png,FC Basel 1893,Switzerland,No,70.0,71.0,69.0,67.33333333333333,69.6,70.0,60.6,73.6,67.33333333333333,68.66666666666667
3141,183491,Zanka,72,CB,1600000.0,1.0,29000.0,191,85,https://cdn.sofifa.net/players/183/491/22_120.png,Brentford,Denmark,Yes,39.0,57.0,54.0,72.0,51.4,45.8,58.2,62.8,72.0,58.833333333333336
3142,183632,R. Tesche,72,"CDM, CM",800000.0,1.0,16000.0,182,78,https://cdn.sofifa.net/players/183/632/22_120.png,VfL Bochum 1848,Germany,Yes,67.0,68.0,68.0,70.0,68.0,67.2,65.0,73.4,70.0,67.83333333333333
3144,183916,J. Pied,72,"RB, LB",1600000.0,1.0,21000.0,173,73,https://cdn.sofifa.net/players/183/916/22_120.png,LOSC Lille,France,No,64.0,72.0,72.0,72.33333333333333,67.4,71.8,66.0,67.8,72.33333333333333,67.66666666666667
3145,184035,B. Angulo,72,"LB, LWB",1700000.0,1.0,14000.0,174,74,https://cdn.sofifa.net/players/184/035/22_120.png,Club Tijuana,Colombia,No,54.0,62.0,68.0,70.66666666666667,53.8,60.2,73.6,70.4,70.66666666666667,58.0
3146,184089,M. Carcela-González,72,"RW, RM, CAM",1900000.0,1.0,13000.0,175,68,https://cdn.sofifa.net/players/184/089/22_120.png,Standard de Liège,Morocco,No,69.0,69.0,77.0,31.333333333333332,60.4,73.8,73.0,62.8,31.333333333333332,61.166666666666664
3147,184183,S. Dewaest,72,CB,1900000.0,1.0,11000.0,188,91,https://cdn.sofifa.net/players/184/183/22_120.png,Oud-Heverlee Leuven,Belgium,No,41.0,48.0,41.0,71.66666666666667,45.2,42.2,47.0,60.8,71.66666666666667,56.833333333333336
3150,184626,N. Sánchez,72,CB,625000.0,1.0,6000.0,185,82,https://cdn.sofifa.net/players/184/626/22_120.png,Godoy Cruz,Argentina,No,52.0,59.0,60.0,70.33333333333333,64.2,57.6,49.6,68.2,70.33333333333333,65.0
3151,184749,D. Gosling,72,CM,1900000.0,1.0,35000.0,183,79,https://cdn.sofifa.net/players/184/749/22_120.png,Watford,England,Yes,68.0,71.0,68.0,69.33333333333333,67.6,66.4,60.8,67.8,69.33333333333333,70.33333333333333
3153,185172,V. Fiorillo,72,GK,1200000.0,1.0,21000.0,190,79,https://cdn.sofifa.net/players/185/172/22_120.png,US Salernitana 1919,Italy,No,,,,13.333333333333334,13.4,14.2,47.6,43.4,13.333333333333334,28.0
3154,186115,K. Gibbs,72,"LB, LWB",1700000.0,1.0,6000.0,179,70,https://cdn.sofifa.net/players/186/115/22_120.png,Inter Miami CF,England,Yes,57.0,68.0,72.0,69.33333333333333,61.0,65.2,73.8,66.6,69.33333333333333,68.5
3156,186140,F. Macheda,72,"ST, LW, CF",2300000.0,1.0,750.0,185,77,https://cdn.sofifa.net/players/186/140/22_120.png,Panathinaikos FC,Italy,No,73.0,58.0,71.0,20.333333333333332,68.8,58.0,68.0,69.6,20.333333333333332,59.333333333333336
3158,186307,M. Fabián,72,"CAM, LM, LW",1900000.0,1.0,9000.0,178,75,https://cdn.sofifa.net/players/186/307/22_120.png,Fútbol Club Juárez,Mexico,Yes,74.0,73.0,75.0,30.666666666666668,71.0,75.4,70.4,69.8,30.666666666666668,63.5
3159,186405,F. Di Santo,72,ST,1900000.0,1.0,12000.0,193,88,https://cdn.sofifa.net/players/186/405/22_120.png,San Lorenzo de Almagro,Argentina,No,71.0,66.0,70.0,39.0,70.6,64.6,67.2,71.8,39.0,66.66666666666667
3160,186935,Claudemir,72,"CDM, CM",1200000.0,1.0,5000.0,185,79,https://cdn.sofifa.net/players/186/935/22_120.png,FC Vizela,Brazil,No,66.0,70.0,70.0,68.0,66.4,69.6,59.4,68.8,68.0,70.16666666666667
3161,186990,H. González,72,GK,1600000.0,1.0,23000.0,182,77,https://cdn.sofifa.net/players/186/990/22_120.png,Fútbol Club Juárez,Mexico,No,,,,14.0,19.0,19.2,44.4,50.4,14.0,34.666666666666664
3163,187205,L. Fuentes,72,LB,850000.0,1.0,28000.0,172,67,https://cdn.sofifa.net/players/187/205/22_120.png,Club América,Mexico,No,57.0,67.0,67.0,70.33333333333333,61.8,63.4,71.6,71.0,70.33333333333333,65.66666666666667
3164,187298,H. Rodríguez,72,CB,1600000.0,1.0,14000.0,184,79,https://cdn.sofifa.net/players/187/298/22_120.png,Santos Laguna,Mexico,No,48.0,53.0,56.0,71.66666666666667,53.2,50.2,52.0,69.2,71.66666666666667,58.666666666666664
3170,189043,D. Brosinski,72,"RWB, RB, LWB",1600000.0,1.0,16000.0,178,70,https://cdn.sofifa.net/players/189/043/22_120.png,1. FSV Mainz 05,Germany,Yes,59.0,69.0,69.0,69.33333333333333,63.0,70.6,72.2,66.8,69.33333333333333,70.66666666666667
3171,189061,S. Burchert,72,GK,1200000.0,1.0,13000.0,187,78,https://cdn.sofifa.net/players/189/061/22_120.png,SpVgg Greuther Fürth,Germany,No,,,,15.333333333333334,14.4,15.8,45.6,45.2,15.333333333333334,22.5
3173,189342,C. Pinsoglio,72,GK,1200000.0,1.0,32000.0,194,85,https://cdn.sofifa.net/players/189/342/22_120.png,Juventus,Italy,No,,,,15.0,13.8,19.4,44.4,43.0,15.0,30.333333333333332
3176,189468,Daniel Candeias,72,"RM, LM",1500000.0,1.0,11000.0,177,78,https://cdn.sofifa.net/players/189/468/22_120.png,Aytemiz Alanyaspor,Portugal,No,64.0,69.0,72.0,56.333333333333336,64.4,70.2,74.8,69.8,56.333333333333336,66.66666666666667
3177,189508,Víctor Vázquez,72,"CAM, CM",1100000.0,1.0,7000.0,175,75,https://cdn.sofifa.net/players/189/508/22_120.png,LA Galaxy,Spain,No,68.0,76.0,73.0,41.0,66.8,74.6,56.0,56.8,41.0,67.16666666666667
3180,189680,Fábio,72,"LB, RB",2000000.0,1.0,17000.0,172,74,https://cdn.sofifa.net/players/189/680/22_120.png,FC Nantes,Brazil,Yes,54.0,69.0,73.0,70.66666666666667,60.8,65.4,76.2,66.0,70.66666666666667,69.83333333333333
3184,190593,D. Aleksić,72,"CAM, CM, LM",2300000.0,1.0,25000.0,182,75,https://cdn.sofifa.net/players/190/593/22_120.png,İstanbul Başakşehir FK,Serbia,No,74.0,74.0,74.0,46.0,67.8,76.2,70.0,75.4,46.0,65.83333333333333
3187,190915,K. Wilczek,72,ST,1500000.0,1.0,17000.0,185,83,https://cdn.sofifa.net/players/190/915/22_120.png,F.C. København,Poland,No,73.0,65.0,68.0,30.0,69.2,60.2,64.4,76.8,30.0,69.33333333333333
